sno,class,method,action,time
"1745","ActionOne","getBooks","Start","00:47:56.705485200"
"1746","ActionOne","getBooks","Completed","00:47:57.954023500"
"1747","ActionOne","getEvents","Start","00:47:57.963140200"
"1748","ActionOne","getEvents","Completed","00:47:59.152655800"
"1749","ActionOne","getExams","Start","00:47:59.163607500"
"1750","ActionOne","getExams","Completed","00:48:00.241467800"
"1751","ActionOne","getManagement","Start","00:48:00.256488600"
"1752","ActionOne","getManagement","Completed","00:48:01.186404700"
"1753","ActionOne","getParents","Start","00:48:01.197416200"
"1754","ActionOne","getParents","Completed","00:48:02.148421400"
"1755","ActionOne","getSports","Start","00:48:02.155388800"
"1756","ActionOne","getSports","Completed","00:48:03.080601600"
"1757","ActionOne","getStudents","Start","00:48:03.095894800"
"1758","ActionOne","getStudents","Completed","00:48:03.999454"
"1759","ActionOne","getTeacher","Start","00:48:04.002453"
"1760","ActionOne","getTeacher","Completed","00:48:04.943136600"
"1761","ActionOne","getBooks","Start","00:48:04.959154500"
"1762","ActionOne","getBooks","Completed","00:48:06.008932700"
"1763","ActionOne","getEvents","Start","00:48:06.022245700"
"1764","ActionOne","getEvents","Completed","00:48:06.927450800"
"1765","ActionOne","getExams","Start","00:48:06.932343300"
"1766","ActionOne","getExams","Completed","00:48:07.910491100"
"1767","ActionOne","getManagement","Start","00:48:07.918260"
"1768","ActionOne","getManagement","Completed","00:48:08.900629"
"1769","ActionOne","getParents","Start","00:48:08.917457300"
"1770","ActionOne","getParents","Completed","00:48:09.973372500"
"1771","ActionOne","getSports","Start","00:48:09.982431"
"1772","ActionOne","getSports","Completed","00:48:10.949704900"
"1773","ActionOne","getStudents","Start","00:48:10.955691700"
"1774","ActionOne","getStudents","Completed","00:48:11.890793100"
"1775","ActionOne","getTeacher","Start","00:48:11.892813"
"1776","ActionOne","getTeacher","Completed","00:48:12.855384"
"1777","ActionOne","getBooks","Start","00:48:12.862409400"
"1778","ActionOne","getBooks","Completed","00:48:13.813392600"
"1779","ActionOne","getEvents","Start","00:48:13.830047200"
"1780","ActionOne","getEvents","Completed","00:48:14.734181600"
"1781","ActionOne","getExams","Start","00:48:14.737187600"
"1782","ActionOne","getExams","Completed","00:48:15.691432100"
"1783","ActionOne","getManagement","Start","00:48:15.706201300"
"1784","ActionOne","getManagement","Completed","00:48:16.699032900"
"1785","ActionOne","getParents","Start","00:48:16.709056400"
"1786","ActionOne","getParents","Completed","00:48:17.800392500"
"1787","ActionOne","getSports","Start","00:48:17.816151900"
"1788","ActionOne","getSports","Completed","00:48:18.767293900"
"1789","ActionOne","getStudents","Start","00:48:18.770307100"
"1790","ActionOne","getStudents","Completed","00:48:19.685933300"
"1791","ActionOne","getTeacher","Start","00:48:19.692297800"
"1792","ActionOne","getTeacher","Completed","00:48:20.693421600"
"1793","ActionOne","getBooks","Start","00:48:20.709421300"
"1794","ActionOne","getBooks","Completed","00:48:21.661087100"
"1795","ActionOne","getEvents","Start","00:48:21.663983"
"1796","ActionOne","getEvents","Completed","00:48:22.634377300"
"1797","ActionOne","getExams","Start","00:48:22.651232100"
"1798","ActionOne","getExams","Completed","00:48:23.657875100"
"1799","ActionOne","getManagement","Start","00:48:23.665019900"
"1800","ActionOne","getManagement","Completed","00:48:24.685944200"
"1801","ActionOne","getParents","Start","00:48:24.696399900"
"1802","ActionOne","getParents","Completed","00:48:25.679706200"
"1803","ActionOne","getSports","Start","00:48:25.695437400"
"1804","ActionOne","getSports","Completed","00:48:26.703497100"
"1805","ActionOne","getStudents","Start","00:48:26.711615500"
"1806","ActionOne","getStudents","Completed","00:48:27.709467500"
"1807","ActionOne","getTeacher","Start","00:48:27.714466500"
"1808","ActionOne","getTeacher","Completed","00:48:28.745970900"
"1809","ActionOne","getBooks","Start","00:48:28.757967300"
"1810","ActionOne","getBooks","Completed","00:48:29.913145"
"1811","ActionOne","getEvents","Start","00:48:29.927150"
"1812","ActionOne","getEvents","Completed","00:48:30.841487500"
"1813","ActionOne","getExams","Start","00:48:30.850830400"
"1814","ActionOne","getExams","Completed","00:48:31.782537600"
"1815","ActionOne","getManagement","Start","00:48:31.788206300"
"1816","ActionOne","getManagement","Completed","00:48:32.696505700"
"1817","ActionOne","getParents","Start","00:48:32.710561200"
"1818","ActionOne","getParents","Completed","00:48:33.664606200"
"1819","ActionOne","getSports","Start","00:48:33.680545800"
"1820","ActionOne","getSports","Completed","00:48:34.614923600"
"1821","ActionOne","getStudents","Start","00:48:34.621859500"
"1822","ActionOne","getStudents","Completed","00:48:35.585736200"
"1823","ActionOne","getTeacher","Start","00:48:35.594926200"
"1824","ActionOne","getTeacher","Completed","00:48:36.576511700"
"1825","ActionOne","getBooks","Start","00:48:36.582267100"
"1826","ActionOne","getBooks","Completed","00:48:37.571470400"
"1827","ActionOne","getEvents","Start","00:48:37.579635400"
"1828","ActionOne","getEvents","Completed","00:48:38.541789300"
"1829","ActionOne","getExams","Start","00:48:38.547758400"
"1830","ActionOne","getExams","Completed","00:48:39.491672200"
"1831","ActionOne","getManagement","Start","00:48:39.501724500"
"1832","ActionOne","getManagement","Completed","00:48:40.601872600"
"1833","ActionOne","getParents","Start","00:48:40.611692"
"1834","ActionOne","getParents","Completed","00:48:41.543935800"
"1835","ActionOne","getSports","Start","00:48:41.548818300"
"1836","ActionOne","getSports","Completed","00:48:42.515541700"
"1837","ActionOne","getStudents","Start","00:48:42.531755600"
"1838","ActionOne","getStudents","Completed","00:48:43.473686400"
"1839","ActionOne","getTeacher","Start","00:48:43.487006700"
"1840","ActionOne","getTeacher","Completed","00:48:44.378037900"
"1841","ActionOne","getBooks","Start","00:48:44.384224100"
"1842","ActionOne","getBooks","Completed","00:48:45.341543400"
"1843","ActionOne","getEvents","Start","00:48:45.350496200"
"1844","ActionOne","getEvents","Completed","00:48:46.286288"
"1845","ActionOne","getExams","Start","00:48:46.288270800"
"1846","ActionOne","getExams","Completed","00:48:47.242247900"
"1847","ActionOne","getManagement","Start","00:48:47.255037600"
"1848","ActionOne","getManagement","Completed","00:48:48.253445400"
"1849","ActionOne","getParents","Start","00:48:48.268990900"
"1850","ActionOne","getParents","Completed","00:48:49.144029"
"1851","ActionOne","getSports","Start","00:48:49.146168800"
"1852","ActionOne","getSports","Completed","00:48:50.188211100"
"1853","ActionOne","getStudents","Start","00:48:50.191916800"
"1854","ActionOne","getStudents","Completed","00:48:51.073183500"
"1855","ActionOne","getTeacher","Start","00:48:51.087557200"
"1856","ActionOne","getTeacher","Completed","00:48:52.133962100"
"1857","ActionOne","getBooks","Start","00:48:52.135924900"
"1858","ActionOne","getBooks","Completed","00:48:53.111926200"
"1859","ActionOne","getEvents","Start","00:48:53.122600400"
"1860","ActionOne","getEvents","Completed","00:48:54.085825900"
"1861","ActionOne","getExams","Start","00:48:54.092658400"
"1862","ActionOne","getExams","Completed","00:48:55.056377800"
"1863","ActionOne","getManagement","Start","00:48:55.061482"
"1864","ActionOne","getManagement","Completed","00:48:55.989072800"
"1865","ActionOne","getParents","Start","00:48:56.003838500"
"1866","ActionOne","getParents","Completed","00:48:56.946042200"
"1867","ActionOne","getSports","Start","00:48:56.954042300"
"1868","ActionOne","getSports","Completed","00:48:57.959796200"
"1869","ActionOne","getStudents","Start","00:48:57.968622800"
"1870","ActionOne","getStudents","Completed","00:48:58.953620100"
"1871","ActionOne","getTeacher","Start","00:48:58.969329500"
"1872","ActionOne","getTeacher","Completed","00:48:59.996380800"
"1873","ActionOne","getBooks","Start","00:48:59.999466200"
"1874","ActionOne","getBooks","Completed","00:49:00.941058700"
"1875","ActionOne","getEvents","Start","00:49:00.952388200"
"1876","ActionOne","getEvents","Completed","00:49:01.893071500"
"1877","ActionOne","getExams","Start","00:49:01.905770700"
"1878","ActionOne","getExams","Completed","00:49:02.852997200"
"1879","ActionOne","getManagement","Start","00:49:02.861004100"
"1880","ActionOne","getManagement","Completed","00:49:03.830847700"
"1881","ActionOne","getParents","Start","00:49:03.846341300"
"1882","ActionOne","getParents","Completed","00:49:04.773484"
"1883","ActionOne","getSports","Start","00:49:04.784302300"
"1884","ActionOne","getSports","Completed","00:49:05.696122900"
"1885","ActionOne","getStudents","Start","00:49:05.703728800"
"1886","ActionOne","getStudents","Completed","00:49:06.613019600"
"1887","ActionOne","getTeacher","Start","00:49:06.614979800"
"1888","ActionOne","getTeacher","Completed","00:49:07.578217700"
"1889","ActionOne","getBooks","Start","00:49:07.583669200"
"1890","ActionOne","getBooks","Completed","00:49:08.572731"
"1891","ActionOne","getEvents","Start","00:49:08.586796100"
"1892","ActionOne","getEvents","Completed","00:49:09.495563700"
"1893","ActionOne","getExams","Start","00:49:09.510049900"
"1894","ActionOne","getExams","Completed","00:49:10.531817500"
"1895","ActionOne","getManagement","Start","00:49:10.540079600"
"1896","ActionOne","getManagement","Completed","00:49:11.469632600"
"1897","ActionOne","getParents","Start","00:49:11.478954300"
"1898","ActionOne","getParents","Completed","00:49:12.423341300"
"1899","ActionOne","getSports","Start","00:49:12.428857400"
"1900","ActionOne","getSports","Completed","00:49:13.322782700"
"1901","ActionOne","getStudents","Start","00:49:13.339612200"
"1902","ActionOne","getStudents","Completed","00:49:14.405030700"
"1903","ActionOne","getTeacher","Start","00:49:14.415827500"
"1904","ActionOne","getTeacher","Completed","00:49:15.361085100"
"1905","ActionOne","getBooks","Start","00:49:15.368776100"
"1906","ActionOne","getBooks","Completed","00:49:16.285918300"
"1907","ActionOne","getEvents","Start","00:49:16.293987100"
"1908","ActionOne","getEvents","Completed","00:49:17.225078400"
"1909","ActionOne","getExams","Start","00:49:17.234028200"
"1910","ActionOne","getExams","Completed","00:49:18.220190900"
"1911","ActionOne","getManagement","Start","00:49:18.222171700"
"1912","ActionOne","getManagement","Completed","00:49:19.141373100"
"1913","ActionOne","getParents","Start","00:49:19.157962200"
"1914","ActionOne","getParents","Completed","00:49:20.233974400"
"1915","ActionOne","getSports","Start","00:49:20.250189900"
"1916","ActionOne","getSports","Completed","00:49:21.116210800"
"1917","ActionOne","getStudents","Start","00:49:21.132200300"
"1918","ActionOne","getStudents","Completed","00:49:22.054360"
"1919","ActionOne","getTeacher","Start","00:49:22.058219900"
"1920","ActionOne","getTeacher","Completed","00:49:22.966164700"
"1921","ActionOne","getBooks","Start","00:49:22.968854600"
"1922","ActionOne","getBooks","Completed","00:49:23.930222100"
"1923","ActionOne","getEvents","Start","00:49:23.937950300"
"1924","ActionOne","getEvents","Completed","00:49:24.858646700"
"1925","ActionOne","getExams","Start","00:49:24.874764300"
"1926","ActionOne","getExams","Completed","00:49:26.063161500"
"1927","ActionOne","getManagement","Start","00:49:26.071849600"
"1928","ActionOne","getManagement","Completed","00:49:27.082489700"
"1929","ActionOne","getParents","Start","00:49:27.086202600"
"1930","ActionOne","getParents","Completed","00:49:28.315765300"
"1931","ActionOne","getSports","Start","00:49:28.317749900"
"1932","ActionOne","getSports","Completed","00:49:29.344057500"
"1933","ActionOne","getStudents","Start","00:49:29.350497900"
"1934","ActionOne","getStudents","Completed","00:49:30.415556200"
"1935","ActionOne","getTeacher","Start","00:49:30.418653100"
"1936","ActionOne","getTeacher","Completed","00:49:31.546240800"
"1937","ActionOne","getBooks","Start","00:49:31.553934900"
"1938","ActionOne","getBooks","Completed","00:49:32.658864800"
"1939","ActionOne","getEvents","Start","00:49:32.664911900"
"1940","ActionOne","getEvents","Completed","00:49:33.588856"
"1941","ActionOne","getExams","Start","00:49:33.591840200"
"1942","ActionOne","getExams","Completed","00:49:34.506112"
"1943","ActionOne","getManagement","Start","00:49:34.517556400"
"1944","ActionOne","getManagement","Completed","00:49:35.441996600"
"1945","ActionOne","getParents","Start","00:49:35.455671800"
"1946","ActionOne","getParents","Completed","00:49:36.409418600"
"1947","ActionOne","getSports","Start","00:49:36.423714700"
"1948","ActionOne","getSports","Completed","00:49:37.403623300"
"1949","ActionOne","getStudents","Start","00:49:37.407621700"
"1950","ActionOne","getStudents","Completed","00:49:38.519606100"
"1951","ActionOne","getTeacher","Start","00:49:38.529704500"
"1952","ActionOne","getTeacher","Completed","00:49:39.452921700"
"1953","ActionOne","getBooks","Start","00:49:39.468549800"
"1954","ActionOne","getBooks","Completed","00:49:40.530085300"
"1955","ActionOne","getEvents","Start","00:49:40.544803800"
"1956","ActionOne","getEvents","Completed","00:49:41.441662100"
"1957","ActionOne","getExams","Start","00:49:41.451574700"
"1958","ActionOne","getExams","Completed","00:49:42.390952800"
"1959","ActionOne","getManagement","Start","00:49:42.405652800"
"1960","ActionOne","getManagement","Completed","00:49:43.310544100"
"1961","ActionOne","getParents","Start","00:49:43.312541300"
"1962","ActionOne","getParents","Completed","00:49:44.244303500"
"1963","ActionOne","getSports","Start","00:49:44.250304500"
"1964","ActionOne","getSports","Completed","00:49:45.182653600"
"1965","ActionOne","getStudents","Start","00:49:45.190376400"
"1966","ActionOne","getStudents","Completed","00:49:46.076911900"
"1967","ActionOne","getTeacher","Start","00:49:46.079729900"
"1968","ActionOne","getTeacher","Completed","00:49:46.979763900"
"1969","ActionOne","getBooks","Start","00:49:46.988032300"
"1970","ActionOne","getBooks","Completed","00:49:48.029408400"
"1971","ActionOne","getEvents","Start","00:49:48.032410700"
"1972","ActionOne","getEvents","Completed","00:49:48.993445600"
"1973","ActionOne","getExams","Start","00:49:49.001489400"
"1974","ActionOne","getExams","Completed","00:49:50.137226700"
"1975","ActionOne","getManagement","Start","00:49:50.139225700"
"1976","ActionOne","getManagement","Completed","00:49:51.042519100"
"1977","ActionOne","getParents","Start","00:49:51.059531800"
"1978","ActionOne","getParents","Completed","00:49:52.046740900"
"1979","ActionOne","getSports","Start","00:49:52.058318100"
"1980","ActionOne","getSports","Completed","00:49:53.031244800"
"1981","ActionOne","getStudents","Start","00:49:53.044125100"
"1982","ActionOne","getStudents","Completed","00:49:54.013175"
"1983","ActionOne","getTeacher","Start","00:49:54.027984500"
"1984","ActionOne","getTeacher","Completed","00:49:55.062950200"
"1985","ActionOne","getBooks","Start","00:49:55.073975500"
