INSERT INTO BES.Management VALUES(1,'ManagementName-1','ManagementDescription-1');
INSERT INTO BES.Management VALUES(2943,'ManagementName-2943','ManagementDescription-2943');
INSERT INTO BES.Management VALUES(2944,'ManagementName-2944','ManagementDescription-2944');
INSERT INTO BES.Management VALUES(2945,'ManagementName-2945','ManagementDescription-2945');
INSERT INTO BES.Management VALUES(2946,'ManagementName-2946','ManagementDescription-2946');
INSERT INTO BES.Management VALUES(2947,'ManagementName-2947','ManagementDescription-2947');
INSERT INTO BES.Management VALUES(2948,'ManagementName-2948','ManagementDescription-2948');
INSERT INTO BES.Management VALUES(2949,'ManagementName-2949','ManagementDescription-2949');
INSERT INTO BES.Management VALUES(2950,'ManagementName-2950','ManagementDescription-2950');
INSERT INTO BES.Management VALUES(2951,'ManagementName-2951','ManagementDescription-2951');
INSERT INTO BES.Management VALUES(2952,'ManagementName-2952','ManagementDescription-2952');
INSERT INTO BES.Management VALUES(2953,'ManagementName-2953','ManagementDescription-2953');
INSERT INTO BES.Management VALUES(2954,'ManagementName-2954','ManagementDescription-2954');
INSERT INTO BES.Management VALUES(2955,'ManagementName-2955','ManagementDescription-2955');
INSERT INTO BES.Management VALUES(2956,'ManagementName-2956','ManagementDescription-2956');
INSERT INTO BES.Management VALUES(2957,'ManagementName-2957','ManagementDescription-2957');
INSERT INTO BES.Management VALUES(2958,'ManagementName-2958','ManagementDescription-2958');
INSERT INTO BES.Management VALUES(2959,'ManagementName-2959','ManagementDescription-2959');
INSERT INTO BES.Management VALUES(2960,'ManagementName-2960','ManagementDescription-2960');
INSERT INTO BES.Management VALUES(2961,'ManagementName-2961','ManagementDescription-2961');
INSERT INTO BES.Management VALUES(2962,'ManagementName-2962','ManagementDescription-2962');
INSERT INTO BES.Management VALUES(2963,'ManagementName-2963','ManagementDescription-2963');
INSERT INTO BES.Management VALUES(2964,'ManagementName-2964','ManagementDescription-2964');
INSERT INTO BES.Management VALUES(2965,'ManagementName-2965','ManagementDescription-2965');
INSERT INTO BES.Management VALUES(2966,'ManagementName-2966','ManagementDescription-2966');
INSERT INTO BES.Management VALUES(2967,'ManagementName-2967','ManagementDescription-2967');
INSERT INTO BES.Management VALUES(2968,'ManagementName-2968','ManagementDescription-2968');
INSERT INTO BES.Management VALUES(2969,'ManagementName-2969','ManagementDescription-2969');
INSERT INTO BES.Management VALUES(2970,'ManagementName-2970','ManagementDescription-2970');
INSERT INTO BES.Management VALUES(2971,'ManagementName-2971','ManagementDescription-2971');
INSERT INTO BES.Management VALUES(2972,'ManagementName-2972','ManagementDescription-2972');
INSERT INTO BES.Management VALUES(2973,'ManagementName-2973','ManagementDescription-2973');
INSERT INTO BES.Management VALUES(2974,'ManagementName-2974','ManagementDescription-2974');
INSERT INTO BES.Management VALUES(2975,'ManagementName-2975','ManagementDescription-2975');
INSERT INTO BES.Management VALUES(2976,'ManagementName-2976','ManagementDescription-2976');
INSERT INTO BES.Management VALUES(2977,'ManagementName-2977','ManagementDescription-2977');
INSERT INTO BES.Management VALUES(2978,'ManagementName-2978','ManagementDescription-2978');
INSERT INTO BES.Management VALUES(2979,'ManagementName-2979','ManagementDescription-2979');
INSERT INTO BES.Management VALUES(2980,'ManagementName-2980','ManagementDescription-2980');
INSERT INTO BES.Management VALUES(2981,'ManagementName-2981','ManagementDescription-2981');
INSERT INTO BES.Management VALUES(2982,'ManagementName-2982','ManagementDescription-2982');
INSERT INTO BES.Management VALUES(2983,'ManagementName-2983','ManagementDescription-2983');
INSERT INTO BES.Management VALUES(2984,'ManagementName-2984','ManagementDescription-2984');
INSERT INTO BES.Management VALUES(2985,'ManagementName-2985','ManagementDescription-2985');
INSERT INTO BES.Management VALUES(2986,'ManagementName-2986','ManagementDescription-2986');
INSERT INTO BES.Management VALUES(2987,'ManagementName-2987','ManagementDescription-2987');
INSERT INTO BES.Management VALUES(2988,'ManagementName-2988','ManagementDescription-2988');
INSERT INTO BES.Management VALUES(2989,'ManagementName-2989','ManagementDescription-2989');
INSERT INTO BES.Management VALUES(2990,'ManagementName-2990','ManagementDescription-2990');
INSERT INTO BES.Management VALUES(2991,'ManagementName-2991','ManagementDescription-2991');
INSERT INTO BES.Management VALUES(2992,'ManagementName-2992','ManagementDescription-2992');
INSERT INTO BES.Management VALUES(2993,'ManagementName-2993','ManagementDescription-2993');
INSERT INTO BES.Management VALUES(2994,'ManagementName-2994','ManagementDescription-2994');
INSERT INTO BES.Management VALUES(2995,'ManagementName-2995','ManagementDescription-2995');
INSERT INTO BES.Management VALUES(2996,'ManagementName-2996','ManagementDescription-2996');
INSERT INTO BES.Management VALUES(2997,'ManagementName-2997','ManagementDescription-2997');
INSERT INTO BES.Management VALUES(2998,'ManagementName-2998','ManagementDescription-2998');
INSERT INTO BES.Management VALUES(2999,'ManagementName-2999','ManagementDescription-2999');
INSERT INTO BES.Management VALUES(3000,'ManagementName-3000','ManagementDescription-3000');
INSERT INTO BES.Management VALUES(3001,'ManagementName-3001','ManagementDescription-3001');
INSERT INTO BES.Management VALUES(3002,'ManagementName-3002','ManagementDescription-3002');
INSERT INTO BES.Management VALUES(3003,'ManagementName-3003','ManagementDescription-3003');
INSERT INTO BES.Management VALUES(3004,'ManagementName-3004','ManagementDescription-3004');
INSERT INTO BES.Management VALUES(3005,'ManagementName-3005','ManagementDescription-3005');
INSERT INTO BES.Management VALUES(3006,'ManagementName-3006','ManagementDescription-3006');
INSERT INTO BES.Management VALUES(3007,'ManagementName-3007','ManagementDescription-3007');
INSERT INTO BES.Management VALUES(3008,'ManagementName-3008','ManagementDescription-3008');
INSERT INTO BES.Management VALUES(3009,'ManagementName-3009','ManagementDescription-3009');
INSERT INTO BES.Management VALUES(3010,'ManagementName-3010','ManagementDescription-3010');
INSERT INTO BES.Management VALUES(3011,'ManagementName-3011','ManagementDescription-3011');
INSERT INTO BES.Management VALUES(3012,'ManagementName-3012','ManagementDescription-3012');
INSERT INTO BES.Management VALUES(3013,'ManagementName-3013','ManagementDescription-3013');
INSERT INTO BES.Management VALUES(3014,'ManagementName-3014','ManagementDescription-3014');
INSERT INTO BES.Management VALUES(3015,'ManagementName-3015','ManagementDescription-3015');
INSERT INTO BES.Management VALUES(3016,'ManagementName-3016','ManagementDescription-3016');
INSERT INTO BES.Management VALUES(3017,'ManagementName-3017','ManagementDescription-3017');
INSERT INTO BES.Management VALUES(3018,'ManagementName-3018','ManagementDescription-3018');
INSERT INTO BES.Management VALUES(3019,'ManagementName-3019','ManagementDescription-3019');
INSERT INTO BES.Management VALUES(3020,'ManagementName-3020','ManagementDescription-3020');
INSERT INTO BES.Management VALUES(3021,'ManagementName-3021','ManagementDescription-3021');
INSERT INTO BES.Management VALUES(3022,'ManagementName-3022','ManagementDescription-3022');
INSERT INTO BES.Management VALUES(3023,'ManagementName-3023','ManagementDescription-3023');
INSERT INTO BES.Management VALUES(3024,'ManagementName-3024','ManagementDescription-3024');
INSERT INTO BES.Management VALUES(3025,'ManagementName-3025','ManagementDescription-3025');
INSERT INTO BES.Management VALUES(3026,'ManagementName-3026','ManagementDescription-3026');
INSERT INTO BES.Management VALUES(3027,'ManagementName-3027','ManagementDescription-3027');
INSERT INTO BES.Management VALUES(3028,'ManagementName-3028','ManagementDescription-3028');
INSERT INTO BES.Management VALUES(3029,'ManagementName-3029','ManagementDescription-3029');
INSERT INTO BES.Management VALUES(3030,'ManagementName-3030','ManagementDescription-3030');
INSERT INTO BES.Management VALUES(3031,'ManagementName-3031','ManagementDescription-3031');
INSERT INTO BES.Management VALUES(3032,'ManagementName-3032','ManagementDescription-3032');
INSERT INTO BES.Management VALUES(3033,'ManagementName-3033','ManagementDescription-3033');
INSERT INTO BES.Management VALUES(3034,'ManagementName-3034','ManagementDescription-3034');
INSERT INTO BES.Management VALUES(3035,'ManagementName-3035','ManagementDescription-3035');
INSERT INTO BES.Management VALUES(3036,'ManagementName-3036','ManagementDescription-3036');
INSERT INTO BES.Management VALUES(3037,'ManagementName-3037','ManagementDescription-3037');
INSERT INTO BES.Management VALUES(3038,'ManagementName-3038','ManagementDescription-3038');
INSERT INTO BES.Management VALUES(3039,'ManagementName-3039','ManagementDescription-3039');
INSERT INTO BES.Management VALUES(3040,'ManagementName-3040','ManagementDescription-3040');
INSERT INTO BES.Management VALUES(3041,'ManagementName-3041','ManagementDescription-3041');
INSERT INTO BES.Management VALUES(3042,'ManagementName-3042','ManagementDescription-3042');
INSERT INTO BES.Management VALUES(3043,'ManagementName-3043','ManagementDescription-3043');
INSERT INTO BES.Management VALUES(3044,'ManagementName-3044','ManagementDescription-3044');
INSERT INTO BES.Management VALUES(3045,'ManagementName-3045','ManagementDescription-3045');
INSERT INTO BES.Management VALUES(3046,'ManagementName-3046','ManagementDescription-3046');
INSERT INTO BES.Management VALUES(3047,'ManagementName-3047','ManagementDescription-3047');
INSERT INTO BES.Management VALUES(3048,'ManagementName-3048','ManagementDescription-3048');
INSERT INTO BES.Management VALUES(3049,'ManagementName-3049','ManagementDescription-3049');
INSERT INTO BES.Management VALUES(3050,'ManagementName-3050','ManagementDescription-3050');
INSERT INTO BES.Management VALUES(3051,'ManagementName-3051','ManagementDescription-3051');
INSERT INTO BES.Management VALUES(3052,'ManagementName-3052','ManagementDescription-3052');
INSERT INTO BES.Management VALUES(3053,'ManagementName-3053','ManagementDescription-3053');
INSERT INTO BES.Management VALUES(3054,'ManagementName-3054','ManagementDescription-3054');
INSERT INTO BES.Management VALUES(3055,'ManagementName-3055','ManagementDescription-3055');
INSERT INTO BES.Management VALUES(3056,'ManagementName-3056','ManagementDescription-3056');
INSERT INTO BES.Management VALUES(3057,'ManagementName-3057','ManagementDescription-3057');
INSERT INTO BES.Management VALUES(3058,'ManagementName-3058','ManagementDescription-3058');
INSERT INTO BES.Management VALUES(3059,'ManagementName-3059','ManagementDescription-3059');
INSERT INTO BES.Management VALUES(3060,'ManagementName-3060','ManagementDescription-3060');
INSERT INTO BES.Management VALUES(3061,'ManagementName-3061','ManagementDescription-3061');
INSERT INTO BES.Management VALUES(3062,'ManagementName-3062','ManagementDescription-3062');
INSERT INTO BES.Management VALUES(3063,'ManagementName-3063','ManagementDescription-3063');
INSERT INTO BES.Management VALUES(3064,'ManagementName-3064','ManagementDescription-3064');
INSERT INTO BES.Management VALUES(3065,'ManagementName-3065','ManagementDescription-3065');
INSERT INTO BES.Management VALUES(3066,'ManagementName-3066','ManagementDescription-3066');
INSERT INTO BES.Management VALUES(3067,'ManagementName-3067','ManagementDescription-3067');
INSERT INTO BES.Management VALUES(3068,'ManagementName-3068','ManagementDescription-3068');
INSERT INTO BES.Management VALUES(3069,'ManagementName-3069','ManagementDescription-3069');
INSERT INTO BES.Management VALUES(3070,'ManagementName-3070','ManagementDescription-3070');
INSERT INTO BES.Management VALUES(3071,'ManagementName-3071','ManagementDescription-3071');
INSERT INTO BES.Management VALUES(3072,'ManagementName-3072','ManagementDescription-3072');
INSERT INTO BES.Management VALUES(3073,'ManagementName-3073','ManagementDescription-3073');
INSERT INTO BES.Management VALUES(3074,'ManagementName-3074','ManagementDescription-3074');
INSERT INTO BES.Management VALUES(3075,'ManagementName-3075','ManagementDescription-3075');
INSERT INTO BES.Management VALUES(3076,'ManagementName-3076','ManagementDescription-3076');
INSERT INTO BES.Management VALUES(3077,'ManagementName-3077','ManagementDescription-3077');
INSERT INTO BES.Management VALUES(3078,'ManagementName-3078','ManagementDescription-3078');
INSERT INTO BES.Management VALUES(3079,'ManagementName-3079','ManagementDescription-3079');
INSERT INTO BES.Management VALUES(3080,'ManagementName-3080','ManagementDescription-3080');
INSERT INTO BES.Management VALUES(3081,'ManagementName-3081','ManagementDescription-3081');
INSERT INTO BES.Management VALUES(3082,'ManagementName-3082','ManagementDescription-3082');
INSERT INTO BES.Management VALUES(3083,'ManagementName-3083','ManagementDescription-3083');
INSERT INTO BES.Management VALUES(3084,'ManagementName-3084','ManagementDescription-3084');
INSERT INTO BES.Management VALUES(3085,'ManagementName-3085','ManagementDescription-3085');
INSERT INTO BES.Management VALUES(3086,'ManagementName-3086','ManagementDescription-3086');
INSERT INTO BES.Management VALUES(3087,'ManagementName-3087','ManagementDescription-3087');
INSERT INTO BES.Management VALUES(3088,'ManagementName-3088','ManagementDescription-3088');
INSERT INTO BES.Management VALUES(3089,'ManagementName-3089','ManagementDescription-3089');
INSERT INTO BES.Management VALUES(3090,'ManagementName-3090','ManagementDescription-3090');
INSERT INTO BES.Management VALUES(3091,'ManagementName-3091','ManagementDescription-3091');
INSERT INTO BES.Management VALUES(3092,'ManagementName-3092','ManagementDescription-3092');
INSERT INTO BES.Management VALUES(3093,'ManagementName-3093','ManagementDescription-3093');
INSERT INTO BES.Management VALUES(3094,'ManagementName-3094','ManagementDescription-3094');
INSERT INTO BES.Management VALUES(3095,'ManagementName-3095','ManagementDescription-3095');
INSERT INTO BES.Management VALUES(3096,'ManagementName-3096','ManagementDescription-3096');
INSERT INTO BES.Management VALUES(3097,'ManagementName-3097','ManagementDescription-3097');
INSERT INTO BES.Management VALUES(3098,'ManagementName-3098','ManagementDescription-3098');
INSERT INTO BES.Management VALUES(3099,'ManagementName-3099','ManagementDescription-3099');
INSERT INTO BES.Management VALUES(3100,'ManagementName-3100','ManagementDescription-3100');
